Gene;Androgen human and mouse;Estrogen human and mouse and rat;Glucocorticoid human and mouse and rat;Peroxisome proliferator-activated receptor human and mouse and rat;Progesterone receptor human and mouse;RA human and mouse;Thyroid hormone only mouse
Akr1b8;;;;;;;Thyroid hormone
1110008P14Rik;;;;;;;Thyroid hormone
Hddc2;;;;;;;Thyroid hormone
Mettl7a1;;;;;;;Thyroid hormone
Folr2;;;;;;;Thyroid hormone
Amy1;;;;;;;Thyroid hormone
Car14;;;;;;;Thyroid hormone
Hist2h2ab;;;;;;;Thyroid hormone
Fam91a1;;;;;;;Thyroid hormone
Atg10;;;;;;;Thyroid hormone
Zfp667;;;;;;;Thyroid hormone
Samd9l;;;;;;;Thyroid hormone
Smim26;;;;;;;Thyroid hormone
Tat;;;;;;;Thyroid hormone
Ap2a1;;;;;;;Thyroid hormone
G6pdx;;;;;;;Thyroid hormone
Apobec1;;;;;;;Thyroid hormone
Tmem5;;;;;;;Thyroid hormone
Smim11;;;;;;;Thyroid hormone
4931406C07Rik;;;;;;;Thyroid hormone
Casp12;;;;;;;Thyroid hormone
Zfp467;;;;;;;Thyroid hormone
Cd59a;;;;;;;Thyroid hormone
Smim4;;;;;;;Thyroid hormone
AI506816;;;;;;;Thyroid hormone
Rfxap;;;;;;;Thyroid hormone
Fign;;;;;;;Thyroid hormone
Aox3;;;;;;;Thyroid hormone
Hmga2-ps1;;;;;;;Thyroid hormone
Tssc4;;;;;;;Thyroid hormone
1600029O15Rik;;;;;;;Thyroid hormone
Rsph9;;;;;;;Thyroid hormone
Gstt3;;;;;;;Thyroid hormone
Syn1;;;;;;;Thyroid hormone
Arid5a;;;;;;;Thyroid hormone
Dnajb7;;;;;;;Thyroid hormone
Rhbdl1;;;;;;;Thyroid hormone
Dtnbp1;;;;;;;Thyroid hormone
Tmem110;;;;;;;Thyroid hormone
Akr1c14;;;;;;;Thyroid hormone
0610009B22Rik;;;;;;;Thyroid hormone
Cyp4f13;;;;;;;Thyroid hormone
Etfbkmt;;;;;;;Thyroid hormone
Gstm6;;;;;;;Thyroid hormone
Pea15a;;;;;;;Thyroid hormone
Atp5g1;;;;;;;Thyroid hormone
Serpinb6b;;;;;;;Thyroid hormone
Zbtb17;;;;;;;Thyroid hormone
Copz2;;;;;;;Thyroid hormone
Cacna1c;;;;;;;Thyroid hormone
Map1lc3a;;;;;;;Thyroid hormone
Ireb2;;;;;;;Thyroid hormone
Med12;;;;;;;Thyroid hormone
Sstr2;;;;;;;Thyroid hormone
Aldh1a7;;;;;;;Thyroid hormone
Zfp322a;;;;;;;Thyroid hormone
Pigyl;;;;;;;Thyroid hormone
Ly6a;;;;;;;Thyroid hormone
Abcb1a;;;;;;;Thyroid hormone
Trp53inp2;;;;;;;Thyroid hormone
Akr1b7;;;;;;;Thyroid hormone
Bmyc;;;;;;;Thyroid hormone
2010107E04Rik;;;;;;;Thyroid hormone
Car2;;;;;;;Thyroid hormone
Postn;;;;;;;Thyroid hormone
Rassf1;;;;;;;Thyroid hormone
Nxn;;;;;;;Thyroid hormone
Atf6b;;;;;;;Thyroid hormone
Wfdc12;;;;;;;Thyroid hormone
Serpinb1a;;;;;;;Thyroid hormone
Gatsl3;;;;;;;Thyroid hormone
Pde4d;;;;;;;Thyroid hormone
Cilp;;;;;;;Thyroid hormone
Msrb3;;;;;;;Thyroid hormone
Gm15698;;;;;;;Thyroid hormone
Sned1;;;;;;;Thyroid hormone
L3mbtl2;;;;;;;Thyroid hormone
Wtip;;;;;;;Thyroid hormone
4933412E12Rik;;;;;;;Thyroid hormone
2010315B03Rik;;;;;;;Thyroid hormone
1810019D21Rik;;;;;;;Thyroid hormone
1700018L02Rik;;;;;;;Thyroid hormone
Car11;;;;;;;Thyroid hormone
Cyp2c54;;;;;;;Thyroid hormone
Zc3h12c;;;;;;;Thyroid hormone
Armcx4;;;;;;;Thyroid hormone
Chrdl2;;;;;;;Thyroid hormone
Pglyrp2;;;;;;;Thyroid hormone
1700088E04Rik;;;;;;;Thyroid hormone
Epn1;;;;;;;Thyroid hormone
Ly6d;;;;;;;Thyroid hormone
Igtp;;;;;;;Thyroid hormone
Cd1d1;;;;;;;Thyroid hormone
2310067E19Rik;;;;;;;Thyroid hormone
1110038B12Rik;;;;;;;Thyroid hormone
Acad12;;;;;;;Thyroid hormone
Akr1c12;;;;;;;Thyroid hormone
Cadm4;;;;;;;Thyroid hormone
Cyp2d22;;;;;;;Thyroid hormone
Kcne3;;;;;;;Thyroid hormone
Trim54;;;;;;;Thyroid hormone
Cyp4f15;;;;;;;Thyroid hormone
Rdh9;;;;;;;Thyroid hormone
Mcts2;;;;;;;Thyroid hormone
Acaa1b;;;;;;;Thyroid hormone
Brms1;;;;;;;Thyroid hormone
Sult1c2;;;;;;;Thyroid hormone
Zfp958;;;;;;;Thyroid hormone
Zfp810;;;;;;;Thyroid hormone
Pde7b;;;;;;;Thyroid hormone
Tlcd2;;;;;;;Thyroid hormone
Lynx1;;;;;;;Thyroid hormone
Rhbdd1;;;;;;;Thyroid hormone
Ces1e;;;;;;;Thyroid hormone
Clec2d;;;;;;;Thyroid hormone
Slc22a26;;;;;;;Thyroid hormone
Akr1c18;;;;;;;Thyroid hormone
Srpx2;;;;;;;Thyroid hormone
Tm6sf2;;;;;;;Thyroid hormone
Cd300ld;;;;;;;Thyroid hormone
Cyp3a11;;;;;;;Thyroid hormone
H2-Q10;;;;;;;Thyroid hormone
Cyp2c38;;;;;;;Thyroid hormone
Dpep1;;;;;;;Thyroid hormone
Rgs16;;;;;;;Thyroid hormone
Ccl9;;;;;;;Thyroid hormone
Ms4a4d;;;;;;;Thyroid hormone
Scd1;;;;;;;Thyroid hormone
Zfp57;;;;;;;Thyroid hormone
Acy3;;;;;;;Thyroid hormone
Ccdc88a;;;;;;;Thyroid hormone
Tiam2;;;;;;;Thyroid hormone
Dpt;;;;;;;Thyroid hormone
H2-DMa;;;;;;;Thyroid hormone
Fam53a;;;;;;;Thyroid hormone
D1Ertd622e;;;;;;;Thyroid hormone
Cyp2c39;;;;;;;Thyroid hormone
Adcy8;;;;;;;Thyroid hormone
Man1a;;;;;;;Thyroid hormone
Rab12;;;;;;;Thyroid hormone
Cd34;;;;;;;Thyroid hormone
Uba5;;;;;;;Thyroid hormone
Ccna1;;;;;;;Thyroid hormone
Ccl6;;;;;;;Thyroid hormone
Pald1;;;;;;;Thyroid hormone
Inhbc;;;;;;;Thyroid hormone
Plaur;;;;;;;Thyroid hormone
Il17a;;;;;;;Thyroid hormone
Irf4;;;;;;;Thyroid hormone
Ifi27l2a;;;;;;;Thyroid hormone
Capn10;;;;;;;Thyroid hormone
Zfp612;;;;;;;Thyroid hormone
Sycp3;;;;;;;Thyroid hormone
Cela1;;;;;;;Thyroid hormone
Gbp7;;;;;;;Thyroid hormone
Klf1;;;;;;;Thyroid hormone
Cyba;;;;;;;Thyroid hormone
Ppnr;;;;;;;Thyroid hormone
Avil;;;;;;;Thyroid hormone
AW112010;;;;;;;Thyroid hormone
Atn1;;;;;;;Thyroid hormone
Zfp141;;;;;;;Thyroid hormone
Cyp7b1;;;;;;;Thyroid hormone
Ctps;;;;;;;Thyroid hormone
Srpr;;;;;;;Thyroid hormone
Lrtm1;;;;;;;Thyroid hormone
Wipf3;;;;;;;Thyroid hormone
Fam183b;;;;;;;Thyroid hormone
Fbxw17;;;;;;;Thyroid hormone
1700025G04Rik;;;;;;;Thyroid hormone
Wfdc6a;;;;;;;Thyroid hormone
Zfp691;;;;;;;Thyroid hormone
Zfp9;;;;;;;Thyroid hormone
Mlip;;;;;;;Thyroid hormone
Tchp;;;;;;;Thyroid hormone
Fam167a;;;;;;;Thyroid hormone
Olfml1;;;;;;;Thyroid hormone
Zfp324;;;;;;;Thyroid hormone
Slc35e2;;;;;;;Thyroid hormone
Fam155a;;;;;;;Thyroid hormone
Efr3b;;;;;;;Thyroid hormone
Tfe3;;;;;;;Thyroid hormone
Adamtsl2;;;;;;;Thyroid hormone
Tstd3;;;;;;;Thyroid hormone
Pyurf;;;;;;;Thyroid hormone
Faf2;;;;;;;Thyroid hormone
Cog3;;;;;;;Thyroid hormone
Rbsn;;;;;;;Thyroid hormone
Cep44;;;;;;;Thyroid hormone
1600029I14Rik;;;;;;;Thyroid hormone
Ifi207;;;;;;;Thyroid hormone
Cd24a;;;;;;;Thyroid hormone
Cc2d1a;;;;;;;Thyroid hormone
Fyb;;;;;;;Thyroid hormone
Eci3;;;;;;;Thyroid hormone
Zfp707;;;;;;;Thyroid hormone
Cbarp;;;;;;;Thyroid hormone
Fbxo36;;;;;;;Thyroid hormone
5730493B19Rik;;;;;;;Thyroid hormone
Fgf1;;;;;;;Thyroid hormone
Zswim1;;;;;;;Thyroid hormone
Sult2a2;;;;;;;Thyroid hormone
Zfp362;;;;;;;Thyroid hormone
D430019H16Rik;;;;;;;Thyroid hormone
Ifitm6;;;;;;;Thyroid hormone
5031439G07Rik;;;;;;;Thyroid hormone
Sult1d1;;;;;;;Thyroid hormone
Zfpm1;;;;;;;Thyroid hormone
Serpinb6a;;;;;;;Thyroid hormone
Col14a1;;;;;;;Thyroid hormone
Was;;;;;;;Thyroid hormone
Col1a2;;;;;;;Thyroid hormone
Panct2;;;;;;;Thyroid hormone
2900076A07Rik;;;;;;;Thyroid hormone
5430416N02Rik;;;;;;;Thyroid hormone
2810029C07Rik;;;;;;;Thyroid hormone
Cyp2d13;;;;;;;Thyroid hormone
Samd8;;;;;;;Thyroid hormone
Dlk2;;;;;;;Thyroid hormone
Adamts4;;;;;;;Thyroid hormone
Slc22a7;;;;;;;Thyroid hormone
Pm20d1;;;;;;;Thyroid hormone
Fmo2;;;;;;;Thyroid hormone
Slco1a4;;;;;;;Thyroid hormone
Lrrc3b;;;;;;;Thyroid hormone
2310039H08Rik;;;;;;;Thyroid hormone
Glra3;;;;;;;Thyroid hormone
Derl3;;;;;;;Thyroid hormone
Hrh3;;;;;;;Thyroid hormone
Kif13a;;;;;;;Thyroid hormone
Mfsd8;;;;;;;Thyroid hormone
Ankrd12;;;;;;;Thyroid hormone
Ahsa2;;;;;;;Thyroid hormone
Anks1;;;;;;;Thyroid hormone
Zfp948;;;;;;;Thyroid hormone
Lncpint;;;;;;;Thyroid hormone
Gfod2;;;;;;;Thyroid hormone
Tlr8;;;;;;;Thyroid hormone
Mmd2;;;;;;;Thyroid hormone
Pi15;;;;;;;Thyroid hormone
Prss35;;;;;;;Thyroid hormone
Plek;;;;;;;Thyroid hormone
Phlpp1;;;;;;;Thyroid hormone
Tmem267;;;;;;;Thyroid hormone
Aspn;;;;;;;Thyroid hormone
Ndufs8;;;;;;;Thyroid hormone
Tfg;;;;;;;Thyroid hormone
Bicc1;;;;;;;Thyroid hormone
Asb4;;;;;;;Thyroid hormone
Cyp2c55;;;;;;;Thyroid hormone
Fzr1;;;;;;;Thyroid hormone
Stab2;;;;;;;Thyroid hormone
BC025446;;;;;;;Thyroid hormone
Zmynd10;;;;;;;Thyroid hormone
Lce3c;;;;;;;Thyroid hormone
Trf;;;;;;;Thyroid hormone
Rnase2a;;;;;;;Thyroid hormone
Apon;;;;;;;Thyroid hormone
Gbp8;;;;;;;Thyroid hormone
Ttc36;;;;;;;Thyroid hormone
Kcnip3;;;;;;;Thyroid hormone
Tm4sf4;;;;;;;Thyroid hormone
Snai3;;;;;;;Thyroid hormone
Fn3k;;;;;;;Thyroid hormone
Plvap;;;;;;;Thyroid hormone
Pars2;;;;;;;Thyroid hormone
Mkrn2os;;;;;;;Thyroid hormone
2010320M18Rik;;;;;;;Thyroid hormone
Zfp629;;;;;;;Thyroid hormone
Pnldc1;;;;;;;Thyroid hormone
1500035N22Rik;;;;;;;Thyroid hormone
Zfp862-ps;;;;;;;Thyroid hormone
BC055324;;;;;;;Thyroid hormone
Cybb;;;;;;;Thyroid hormone
Nfatc2ip;;;;;;;Thyroid hormone
Akr1b3;;;;;;;Thyroid hormone
Map4k1;;;;;;;Thyroid hormone
Atp5e;;;;;;;Thyroid hormone
Hcn2;;;;;;;Thyroid hormone
Tnfrsf4;;;;;;;Thyroid hormone
Scd2;;;;;;;Thyroid hormone
Sox7;;;;;;;Thyroid hormone
Nrd1;;;;;;;Thyroid hormone
Ap4s1;;;;;;;Thyroid hormone
0610010K14Rik;;;;;;;Thyroid hormone
Dnajc17;;;;;;;Thyroid hormone
C9;;;;;;;Thyroid hormone
Fndc1;;;;;;;Thyroid hormone
Serpina3c;;;;;;;Thyroid hormone
Has3;;;;;;;Thyroid hormone
Olfr71;;;;;;;Thyroid hormone
Krt15;;;;;;;Thyroid hormone
C1qa;;;;;;;Thyroid hormone
Adcy2;;;;;;;Thyroid hormone
Ear2;;;;;;;Thyroid hormone
Hsd3b5;;;;;;;Thyroid hormone
Alb;;;;;;;Thyroid hormone
Sntb1;;;;;;;Thyroid hormone
Sh3gl1;;;;;;;Thyroid hormone
Slc23a2;;;;;;;Thyroid hormone
Ropn1l;;;;;;;Thyroid hormone
Ggta1;;;;;;;Thyroid hormone
Ftl1;;;;;;;Thyroid hormone
Sult3a1;;;;;;;Thyroid hormone
Slc25a47;;;;;;;Thyroid hormone
Cdh5;;;;;;;Thyroid hormone
Tnxb;;;;;;;Thyroid hormone
AI464131;;;;;;;Thyroid hormone
Kitl;;;;;;;Thyroid hormone
Slc17a1;;;;;;;Thyroid hormone
Akr7a5;;;;;;;Thyroid hormone
Cyp3a13;;;;;;;Thyroid hormone
Ly6f;;;;;;;Thyroid hormone
Akap17b;;;;;;;Thyroid hormone
Pdcl3;;;;;;;Thyroid hormone
Atp11a;;;;;;;Thyroid hormone
0610012G03Rik;;;;;;;Thyroid hormone
Fh1;;;;;;;Thyroid hormone
Ptprv;;;;;;;Thyroid hormone
Taf1b;;;;;;;Thyroid hormone
Brap;;;;;;;Thyroid hormone
Hmgn5;;;;;;;Thyroid hormone
Aif1;;;;;;;Thyroid hormone
Hap1;;;;;;;Thyroid hormone
Cbr2;;;;;;;Thyroid hormone
Tnfsf9;;;;;;;Thyroid hormone
Gyg;;;;;;;Thyroid hormone
Mpdu1;;;;;;;Thyroid hormone
Dnmt3a;;;;;;;Thyroid hormone
Hsd3b2;;;;;;;Thyroid hormone
Col4a3;;;;;;;Thyroid hormone
Serpina1a;;;;;;;Thyroid hormone
Mrps24;;;;;;;Thyroid hormone
Ascl1;;;;;;;Thyroid hormone
Ptprd;;;;;;;Thyroid hormone
Gbp2b;;;;;;;Thyroid hormone
Ces1d;;;;;;;Thyroid hormone
1810058I24Rik;;;;;;;Thyroid hormone
Tchh;;;;;;;Thyroid hormone
Spg20;;;;;;;Thyroid hormone
Adamts2;;;;;;;Thyroid hormone
BC030336;;;;;;;Thyroid hormone
Macc1;;;;;;;Thyroid hormone
Tbc1d32;;;;;;;Thyroid hormone
C130050O18Rik;;;;;;;Thyroid hormone
Nradd;;;;;;;Thyroid hormone
Zkscan8;;;;;;;Thyroid hormone
Gm4787;;;;;;;Thyroid hormone
Agmo;;;;;;;Thyroid hormone
Zfp874a;;;;;;;Thyroid hormone
Chst13;;;;;;;Thyroid hormone
Smcr8;;;;;;;Thyroid hormone
Ankrd13b;;;;;;;Thyroid hormone
Gpr137;;;;;;;Thyroid hormone
Nlgn3;;;;;;;Thyroid hormone
Plch1;;;;;;;Thyroid hormone
2310007B03Rik;;;;;;;Thyroid hormone
4921507P07Rik;;;;;;;Thyroid hormone
2010300C02Rik;;;;;;;Thyroid hormone
Neb;;;;;;;Thyroid hormone
Arhgap33;;;;;;;Thyroid hormone
Ntn5;;;;;;;Thyroid hormone
Podn;;;;;;;Thyroid hormone
Glt28d2;;;;;;;Thyroid hormone
Ifnlr1;;;;;;;Thyroid hormone
Atp2b4;;;;;;;Thyroid hormone
Grik4;;;;;;;Thyroid hormone
B430306N03Rik;;;;;;;Thyroid hormone
Hmgcll1;;;;;;;Thyroid hormone
Tmem55b;;;;;;;Thyroid hormone
Ift52;;;;;;;Thyroid hormone
Zfp945;;;;;;;Thyroid hormone
Dnaic1;;;;;;;Thyroid hormone
Tmem88b;;;;;;;Thyroid hormone
Apol6;;;;;;;Thyroid hormone
Mtif3;;;;;;;Thyroid hormone
Patl1;;;;;;;Thyroid hormone
Pdia2;;;;;;;Thyroid hormone
Fubp3;;;;;;;Thyroid hormone
5430427O19Rik;;;;;;;Thyroid hormone
1810010H24Rik;;;;;;;Thyroid hormone
Mfap3l;;;;;;;Thyroid hormone
1700007K13Rik;;;;;;;Thyroid hormone
Grm3;;;;;;;Thyroid hormone
Yif1b;;;;;;;Thyroid hormone
Lrrn3;;;;;;;Thyroid hormone
Serinc2;;;;;;;Thyroid hormone
Accs;;;;;;;Thyroid hormone
Mylk4;;;;;;;Thyroid hormone
D5Ertd579e;;;;;;;Thyroid hormone
4933432I09Rik;;;;;;;Thyroid hormone
Lilr4b;;;;;;;Thyroid hormone
P2ry14;;;;;;;Thyroid hormone
Mplkip;;;;;;;Thyroid hormone
Aagab;;;;;;;Thyroid hormone
Tdh;;;;;;;Thyroid hormone
Arap2;;;;;;;Thyroid hormone
Gpr153;;;;;;;Thyroid hormone
C1s1;;;;;;;Thyroid hormone
Hao1;;;;;;;Thyroid hormone
Zfp445;;;;;;;Thyroid hormone
Gjb5;;;;;;;Thyroid hormone
Fam207a;;;;;;;Thyroid hormone
Nr2c1;;;;;;;Thyroid hormone
Dynlrb1;;;;;;;Thyroid hormone
Akap9;;;;;;;Thyroid hormone
Mmp8;;;;;;;Thyroid hormone
Ncoa5;;;;;;;Thyroid hormone
F7;;;;;;;Thyroid hormone
Mug1;;;;;;;Thyroid hormone
Fcgr3;;;;;;;Thyroid hormone
1700021F05Rik;;;;;;;Thyroid hormone
Git1;;;;;;;Thyroid hormone
Mtnr1a;;;;;;;Thyroid hormone
MPPED2;;;;;;;Thyroid hormone
OGFOD1;;;;;;;Thyroid hormone
AMMECR1;;;;;;;Thyroid hormone
KYNU;;;;;;;Thyroid hormone
SEMA3F;;;;;;;Thyroid hormone
ARFGAP2;;;;;;;Thyroid hormone
SLC16A5;;;;;;;Thyroid hormone
SERTAD3;;;;;;;Thyroid hormone
FUT4;;;;;;;Thyroid hormone
TFF2;;;;;;;Thyroid hormone
ATXN1;;;;;;;Thyroid hormone
COL12A1;;;;;;;Thyroid hormone
ANAPC7;;;;;;;Thyroid hormone
ST6GALNAC2;;;;;;;Thyroid hormone
MAMLD1;;;;;;;Thyroid hormone
DYNC1I2;;;;;;;Thyroid hormone
BCAM;;;;;;;Thyroid hormone
RANBP1;;;;;;;Thyroid hormone
NECAB1;;;;;;;Thyroid hormone
ASNSD1;;;;;;;Thyroid hormone
SLC44A2;;;;;;;Thyroid hormone
FGD3;;;;;;;Thyroid hormone
CFAP206;;;;;;;Thyroid hormone
SIVA1;;;;;;;Thyroid hormone
ERP27;;;;;;;Thyroid hormone
HEATR5A;;;;;;;Thyroid hormone
ZFP36L2;;;;;;;Thyroid hormone
DYRK1B;;;;;;;Thyroid hormone
SDK2;;;;;;;Thyroid hormone
RFTN1;;;;;;;Thyroid hormone
PLXNA3;;;;;;;Thyroid hormone
RCN1;;;;;;;Thyroid hormone
CASP9;;;;;;;Thyroid hormone
RAB23;;;;;;;Thyroid hormone
TOM1;;;;;;;Thyroid hormone
CEP135;;;;;;;Thyroid hormone
NRGN;;;;;;;Thyroid hormone
KIF1BP;;;;;;;Thyroid hormone
RPS6KL1;;;;;;;Thyroid hormone
TAF1D;;;;;;;Thyroid hormone
AASDHPPT;;;;;;;Thyroid hormone
LRFN4;;;;;;;Thyroid hormone
ITPRIPL2;;;;;;;Thyroid hormone
BEND3;;;;;;;Thyroid hormone
GRM4;;;;;;;Thyroid hormone
SEC14L1;;;;;;;Thyroid hormone
USP30;;;;;;;Thyroid hormone
FAM20B;;;;;;;Thyroid hormone
NPNT;;;;;;;Thyroid hormone
RAB15;;;;;;;Thyroid hormone
ADAMTSL5;;;;;;;Thyroid hormone
FAR2;;;;;;;Thyroid hormone
OSBPL7;;;;;;;Thyroid hormone
NR5A2;;;;;;;Thyroid hormone
IRF2;;;;;;;Thyroid hormone
MEF2D;;;;;;;Thyroid hormone
SLITRK4;;;;;;;Thyroid hormone
TC2N;;;;;;;Thyroid hormone
GATAD2A;;;;;;;Thyroid hormone
TSPYL5;;;;;;;Thyroid hormone
SLC12A9;;;;;;;Thyroid hormone
TMEM54;;;;;;;Thyroid hormone
ASB8;;;;;;;Thyroid hormone
VARS;;;;;;;Thyroid hormone
RAB43;;;;;;;Thyroid hormone
DRAP1;;;;;;;Thyroid hormone
TMEM63B;;;;;;;Thyroid hormone
ADORA1;;;;;;;Thyroid hormone
PIP5K1C;;;;;;;Thyroid hormone
TMEM129;;;;;;;Thyroid hormone
TMPRSS4;;;;;;;Thyroid hormone
UTP11;;;;;;;Thyroid hormone
ZER1;;;;;;;Thyroid hormone
HSD17B6;;;;;;;Thyroid hormone
GANAB;;;;;;;Thyroid hormone
GALC;;;;;;;Thyroid hormone
MTO1;;;;;;;Thyroid hormone
CAMK2D;;;;;;;Thyroid hormone
GABBR2;;;;;;;Thyroid hormone
P3H1;;;;;;;Thyroid hormone
SYT12;;;;;;;Thyroid hormone
SKIV2L;;;;;;;Thyroid hormone
UXT;;;;;;;Thyroid hormone
TMTC1;;;;;;;Thyroid hormone
TMEM154;;;;;;;Thyroid hormone
ATP13A3;;;;;;;Thyroid hormone
FAM221A;;;;;;;Thyroid hormone
RNFT1;;;;;;;Thyroid hormone
MPP7;;;;;;;Thyroid hormone
CEP128;;;;;;;Thyroid hormone
PGM5;;;;;;;Thyroid hormone
SRSF3;;;;;;;Thyroid hormone
PRLR;;;;;;;Thyroid hormone
GNPTG;;;;;;;Thyroid hormone
DALRD3;;;;;;;Thyroid hormone
ZMYM3;;;;;;;Thyroid hormone
ALMS1;;;;;;;Thyroid hormone
CDS2;;;;;;;Thyroid hormone
UBE2F;;;;;;;Thyroid hormone
HSPA1B;;;;;;;Thyroid hormone
MKKS;;;;;;;Thyroid hormone
PLEKHO2;;;;;;;Thyroid hormone
NCF2;;;;;;;Thyroid hormone
DDX50;;;;;;;Thyroid hormone
DENND4A;;;;;;;Thyroid hormone
CEP120;;;;;;;Thyroid hormone
SRPK2;;;;;;;Thyroid hormone
ACTG2;;;;;;;Thyroid hormone
SOCS1;;;;;;;Thyroid hormone
CLIP4;;;;;;;Thyroid hormone
NIT1;;;;;;;Thyroid hormone
GNA13;;;;;;;Thyroid hormone
GPATCH11;;;;;;;Thyroid hormone
FAM78A;;;;;;;Thyroid hormone
KCNJ3;;;;;;;Thyroid hormone
WDR47;;;;;;;Thyroid hormone
HSBP1L1;;;;;;;Thyroid hormone
PCDH7;;;;;;;Thyroid hormone
HIST1H3D;;;;;;;Thyroid hormone
USP20;;;;;;;Thyroid hormone
NHS;;;;;;;Thyroid hormone
RFESD;;;;;;;Thyroid hormone
TMEM201;;;;;;;Thyroid hormone
PCYOX1L;;;;;;;Thyroid hormone
IQCE;;;;;;;Thyroid hormone
USP32;;;;;;;Thyroid hormone
MAST2;;;;;;;Thyroid hormone
COX20;;;;;;;Thyroid hormone
SCAMP1;;;;;;;Thyroid hormone
POMT2;;;;;;;Thyroid hormone
COPS9;;;;;;;Thyroid hormone
GLDN;;;;;;;Thyroid hormone
LSM11;;;;;;;Thyroid hormone
GNAQ;;;;;;;Thyroid hormone
SOD1;;;;;;;Thyroid hormone
ELMSAN1;;;;;;;Thyroid hormone
DHX34;;;;;;;Thyroid hormone
SEC14L5;;;;;;;Thyroid hormone
FRS2;;;;;;;Thyroid hormone
FNIP1;;;;;;;Thyroid hormone
SCFD2;;;;;;;Thyroid hormone
SCRN3;;;;;;;Thyroid hormone
IRF2BP1;;;;;;;Thyroid hormone
SYNJ2;;;;;;;Thyroid hormone
WFDC2;;;;;;;Thyroid hormone
XYLT1;;;;;;;Thyroid hormone
SYCE2;;;;;;;Thyroid hormone
D2HGDH;;;;;;;Thyroid hormone
PPP2R1A;;;;;;;Thyroid hormone
RPL28;;;;;;;Thyroid hormone
INAFM1;;;;;;;Thyroid hormone
DOCK8;;;;;;;Thyroid hormone
SAP130;;;;;;;Thyroid hormone
TICAM1;;;;;;;Thyroid hormone
MGRN1;;;;;;;Thyroid hormone
NHLRC2;;;;;;;Thyroid hormone
BIVM;;;;;;;Thyroid hormone
PPP2R3A;;;;;;;Thyroid hormone
PRPF38B;;;;;;;Thyroid hormone
AHNAK;;;;;;;Thyroid hormone
DPM1;;;;;;;Thyroid hormone
EPM2AIP1;;;;;;;Thyroid hormone
EXOG;;;;;;;Thyroid hormone
SYNGAP1;;;;;;;Thyroid hormone
PLCB1;;;;;;;Thyroid hormone
LENG9;;;;;;;Thyroid hormone
TMEM175;;;;;;;Thyroid hormone
UBE2QL1;;;;;;;Thyroid hormone
VPS36;;;;;;;Thyroid hormone
PIF1;;;;;;;Thyroid hormone
TMEM63C;;;;;;;Thyroid hormone
PIGQ;;;;;;;Thyroid hormone
TRMT2B;;;;;;;Thyroid hormone
ALKBH4;;;;;;;Thyroid hormone
ERC2;;;;;;;Thyroid hormone
TM2D3;;;;;;;Thyroid hormone
MBNL1;;;;;;;Thyroid hormone
HNRNPU;;;;;;;Thyroid hormone
CARD14;;;;;;;Thyroid hormone
MAVS;;;;;;;Thyroid hormone
SHANK2;;;;;;;Thyroid hormone
LAMTOR1;;;;;;;Thyroid hormone
ETV3;;;;;;;Thyroid hormone
SH3GLB1;;;;;;;Thyroid hormone
SOCS5;;;;;;;Thyroid hormone
KIF1B;;;;;;;Thyroid hormone
LARGE1;;;;;;;Thyroid hormone
PLEKHA5;;;;;;;Thyroid hormone
RANBP9;;;;;;;Thyroid hormone
CALM3;;;;;;;Thyroid hormone
MOCS1;;;;;;;Thyroid hormone
PPARD;;;;;;;Thyroid hormone
TAF3;;;;;;;Thyroid hormone
LACC1;;;;;;;Thyroid hormone
RABGAP1;;;;;;;Thyroid hormone
FGD6;;;;;;;Thyroid hormone
ATRNL1;;;;;;;Thyroid hormone
PSKH1;;;;;;;Thyroid hormone
NOL10;;;;;;;Thyroid hormone
COMMD7;;;;;;;Thyroid hormone
SLC5A3;;;;;;;Thyroid hormone
HIST1H4K;;;;;;;Thyroid hormone
RFT1;;;;;;;Thyroid hormone
PLXNA1;;;;;;;Thyroid hormone
MCC;;;;;;;Thyroid hormone
SLC2A4;;;;;;;Thyroid hormone
TBC1D12;;;;;;;Thyroid hormone
HIST1H4I;;;;;;;Thyroid hormone
AGFG1;;;;;;;Thyroid hormone
GPAA1;;;;;;;Thyroid hormone
HMCES;;;;;;;Thyroid hormone
TBCCD1;;;;;;;Thyroid hormone
CENPT;;;;;;;Thyroid hormone
CYP46A1;;;;;;;Thyroid hormone
TRAF7;;;;;;;Thyroid hormone
CCDC85C;;;;;;;Thyroid hormone
BRD9;;;;;;;Thyroid hormone
BTBD10;;;;;;;Thyroid hormone
MEGF8;;;;;;;Thyroid hormone
SLC35D1;;;;;;;Thyroid hormone
SNHG11;;;;;;;Thyroid hormone
DCAF5;;;;;;;Thyroid hormone
RPL10A;;;;;;;Thyroid hormone
TONSL;;;;;;;Thyroid hormone
SPATA5;;;;;;;Thyroid hormone
LARGE2;;;;;;;Thyroid hormone
SMPD1;;;;;;;Thyroid hormone
CHSY3;;;;;;;Thyroid hormone
NTN1;;;;;;;Thyroid hormone
SENP3;;;;;;;Thyroid hormone
DOCK2;;;;;;;Thyroid hormone
IL7R;;;;;;;Thyroid hormone
DUS4L;;;;;;;Thyroid hormone
HS6ST1;;;;;;;Thyroid hormone
KIF3A;;;;;;;Thyroid hormone
PCYT1A;;;;;;;Thyroid hormone
CTNNB1;;;;;;;Thyroid hormone
PIP5KL1;;;;;;;Thyroid hormone
TBC1D8B;;;;;;;Thyroid hormone
